Machine Learning,"Q11. K-최근접 이웃(K-Nearest Neighbors) 알고리즘이란 무엇인가요? 답변: K-최근접 이웃 알고리즘은 새로운 데이터 포인트를 가장 가까운 K개의 이웃 데이터 포인트를 기반으로 분류하거나 예측하는 비모수적 방법입니다. 설명: 거리 측정을 통해 가장 가까운 이웃을 찾고, 그 이웃의 레이블을 기준으로 새 데이터의 레이블을 결정합니다."
Machine Learning,"Q12. 결정 트리(Decision Tree)란 무엇인가요? 답변: 결정 트리는 데이터를 여러 기준으로 분할하여 의사결정 규칙을 만드는 트리 구조의 모델입니다. 설명: 트리의 각 분기점은 특정 변수의 값을 기준으로 데이터를 분할하며, 각 말단 노드는 예측 결과를 나타냅니다."
Machine Learning,"Q13. 랜덤 포레스트(Random Forest)란 무엇인가요? 답변: 랜덤 포레스트는 여러 개의 결정 트리를 앙상블하여 예측 성능을 향상시키는 알고리즘입니다. 설명: 각 결정 트리는 데이터의 부분집합과 특징의 부분집합을 사용하여 독립적으로 학습하며, 최종 예측은 모든 트리의 예측을 평균 내거나 투표하여 결정됩니다."
Machine Learning,"Q14. 서포트 벡터 머신(SVM)이란 무엇인가요? 답변: 서포트 벡터 머신은 데이터 포인트를 분리하는 최적의 초평면을 찾는 지도 학습 알고리즘입니다. 설명: 초평면은 두 클래스 간의 여백을 최대화하는 방향으로 선택되며, 커널 트릭을 사용하여 비선형 분류도 가능합니다."
Machine Learning,"Q15. 신경망(Neural Networks)이란 무엇인가요? 답변: 신경망은 인간의 뇌 구조를 모방한 알고리즘으로, 여러 층의 뉴런으로 구성되어 데이터를 학습합니다. 설명: 입력층, 은닉층, 출력층으로 구성되며, 각 뉴런은 입력 값을 가중치와 함께 받아 활성화 함수를 통해 출력 값을 계산합니다."
Machine Learning,"Q16. 딥러닝(Deep Learning)이란 무엇인가요? 답변: 딥러닝은 여러 층의 신경망을 사용하여 복잡한 패턴을 학습하는 기법입니다. 설명: 대규모 데이터와 높은 연산 능력을 바탕으로 이미지, 음성, 자연어 처리 등 다양한 분야에서 높은 성능을 보입니다."
Machine Learning,"Q17. 하이퍼파라미터(Hyperparameter)란 무엇인가요? 답변: 하이퍼파라미터는 모델 학습 과정에서 설정되는 변수로, 모델이 학습 중에 최적화되지 않습니다. 설명: 예를 들어, 학습률, 에포크 수, 배치 크기 등이 하이퍼파라미터입니다. 모델의 성능에 큰 영향을 미칩니다."
Machine Learning,"Q18. 차원 축소(Dimensionality Reduction)란 무엇인가요? 답변: 차원 축소는 고차원 데이터를 저차원으로 변환하여 데이터의 구조를 단순화하는 방법입니다. 설명: 주성분 분석(PCA), t-SNE, UMAP 등이 차원 축소 기법에 포함됩니다. 데이터 시각화 및 노이즈 제거에 유용합니다."
Machine Learning,"Q19. 데이터 증강(Data Augmentation)이란 무엇인가요? 답변: 데이터 증강은 기존 데이터를 변형하여 새로운 데이터 샘플을 생성하는 방법입니다. 설명: 이미지 회전, 자르기, 색상 변화 등이 데이터 증강 기법에 포함되며, 모델의 일반화 능력을 향상시킬 수 있습니다."
Machine Learning,"Q20. 앙상블 학습(Ensemble Learning)이란 무엇인가요? 답변: 앙상블 학습은 여러 개의 모델을 결합하여 성능을 향상시키는 방법입니다. 설명: 배깅(Bagging), 부스팅(Boosting), 스태킹(Stacking) 등이 앙상블 학습 기법에 포함됩니다. 다양한 모델의 장점을 결합하여 더 강력한 예측 성능을 얻을 수 있습니다."

Deep Learning,"Q1. 딥러닝(Deep Learning)이란 무엇인가요? 답변: 딥러닝은 여러 층의 인공신경망을 사용하여 복잡한 패턴을 학습하는 기계 학습의 한 분야입니다. 설명: 딥러닝은 이미지, 음성, 자연어 처리 등 다양한 분야에서 높은 성능을 보입니다."
Deep Learning,"Q2. 인공신경망(Artificial Neural Network)이란 무엇인가요? 답변: 인공신경망은 인간의 뇌 구조를 모방한 알고리즘으로, 여러 층의 뉴런으로 구성되어 데이터를 학습합니다. 설명: 입력층, 은닉층, 출력층으로 구성되며, 각 뉴런은 입력 값을 가중치와 함께 받아 활성화 함수를 통해 출력 값을 계산합니다."
Deep Learning,"Q3. 활성화 함수(Activation Function)란 무엇인가요? 답변: 활성화 함수는 뉴런의 출력 값을 비선형 변환하는 함수입니다. 설명: 대표적인 활성화 함수로는 ReLU, Sigmoid, Tanh 등이 있습니다."
Deep Learning,"Q4. 과적합(Overfitting)이란 무엇인가요? 답변: 과적합은 모델이 훈련 데이터에 너무 잘 맞아서 새로운 데이터에 대한 성능이 저하되는 현상입니다. 설명: 이는 모델이 훈련 데이터의 노이즈나 세부사항까지 학습했기 때문에 발생합니다."
Deep Learning,"Q5. 드롭아웃(Dropout)이란 무엇인가요? 답변: 드롭아웃은 학습 과정에서 무작위로 뉴런을 제거하여 과적합을 방지하는 정규화 기법입니다. 설명: 학습 시 일정 확률로 뉴런을 비활성화하여 모델이 더 일반화되도록 돕습니다."
Deep Learning,"Q6. CNN(Convolutional Neural Network)이란 무엇인가요? 답변: CNN은 주로 이미지 데이터를 처리하기 위해 설계된 신경망 구조입니다. 설명: 합성곱 층, 풀링 층, 완전 연결 층으로 구성되며, 이미지의 공간적 특성을 효율적으로 학습합니다."
Deep Learning,"Q7. 합성곱(Convolution)이란 무엇인가요? 답변: 합성곱은 필터를 사용하여 입력 이미지에서 특징을 추출하는 연산입니다. 설명: 필터는 이미지의 특정 패턴을 감지하고, 이를 통해 이미지의 중요한 정보를 추출합니다."
Deep Learning,"Q8. 풀링(Pooling)이란 무엇인가요? 답변: 풀링은 입력 이미지의 공간적 크기를 줄이고, 중요한 특징을 유지하는 연산입니다. 설명: 맥스 풀링과 평균 풀링이 일반적으로 사용됩니다."
Deep Learning,"Q9. RNN(Recurrent Neural Network)이란 무엇인가요? 답변: RNN은 순차 데이터를 처리하기 위해 설계된 신경망 구조입니다. 설명: 이전 시점의 출력을 현재 시점의 입력으로 사용하여 순차적 패턴을 학습합니다."
Deep Learning,"Q10. LSTM(Long Short-Term Memory)이란 무엇인가요? 답변: LSTM은 RNN의 일종으로, 장기 의존성을 학습하기 위해 설계된 구조입니다. 설명: 셀 상태와 게이트 메커니즘을 통해 장기 의존성을 효과적으로 학습합니다."
Deep Learning,"Q11. 배치 정규화(Batch Normalization)란 무엇인가요? 답변: 배치 정규화는 각 미니배치에서 입력 데이터를 정규화하여 학습을 안정화하고 가속화하는 기법입니다. 설명: 이는 각 층의 입력 분포를 일정하게 유지하여 학습 속도를 높이고, 과적합을 방지합니다."
Deep Learning,"Q12. 옵티마이저(Optimizer)란 무엇인가요? 답변: 옵티마이저는 신경망의 가중치를 업데이트하는 알고리즘입니다. 설명: 대표적인 옵티마이저로는 SGD, Adam, RMSprop 등이 있습니다."
Deep Learning,"Q13. 손실 함수(Loss Function)란 무엇인가요? 답변: 손실 함수는 모델의 예측 값과 실제 값의 차이를 측정하는 함수입니다. 설명: 손실 함수를 최소화하는 방향으로 모델의 가중치가 업데이트됩니다. 대표적인 손실 함수로는 MSE, Cross-Entropy 등이 있습니다."
Deep Learning,"Q14. 에폭(Epoch)이란 무엇인가요? 답변: 에폭은 전체 훈련 데이터를 한 번 모두 사용하는 학습 과정의 단위를 의미합니다. 설명: 한 에폭 동안 모델은 모든 훈련 데이터를 한 번씩 사용하여 가중치를 업데이트합니다."
Deep Learning,"Q15. 배치(Batch)란 무엇인가요? 답변: 배치는 한 번에 학습하는 데이터 샘플의 묶음을 의미합니다. 설명: 전체 데이터를 배치 크기만큼 나누어 학습하며, 배치 크기가 크면 학습이 안정적이고, 작으면 메모리 사용이 효율적입니다."
Deep Learning,"Q16. 전이 학습(Transfer Learning)이란 무엇인가요? 답변: 전이 학습은 이미 학습된 모델의 가중치를 사용하여 새로운 문제를 해결하는 방법입니다. 설명: 사전 학습된 모델을 기반으로 새로운 데이터에 맞게 미세 조정(fine-tuning)하여 학습 시간을 단축하고 성능을 향상시킬 수 있습니다."
Deep Learning,"Q17. 오토인코더(Autoencoder)란 무엇인가요? 답변: 오토인코더는 입력 데이터를 압축하여 저차원 표현을 학습하고, 이를 다시 복원하는 신경망 구조입니다. 설명: 주로 차원 축소, 잡음 제거, 생성 모델 등 다양한 응용 분야에 사용됩니다."
Deep Learning,"Q18. GAN(Generative Adversarial Network)이란 무엇인가요? 답변: GAN은 생성자와 판별자가 상호작용하여 데이터를 생성하는 모델입니다. 설명: 생성자는 가짜 데이터를 생성하고, 판별자는 진짜와 가짜를 구별하며, 두 모델이 경쟁하면서 성능이 향상됩니다."
Deep Learning,"Q19. Seq2Seq 모델이란 무엇인가요? 답변: Seq2Seq 모델은 입력 시퀀스를 다른 시퀀스로 변환하는 신경망 구조입니다. 설명: 주로 기계 번역, 대화 모델 등에서 사용되며, 인코더와 디코더로 구성됩니다."
Deep Learning,"Q20. 어텐션 메커니즘(Attention Mechanism)이란 무엇인가요? 답변: 어텐션 메커니즘은 입력 시퀀스의 중요한 부분에 가중치를 부여하여 더 중요한 정보에 집중하는 방법입니다. 설명: 이는 Seq2Seq 모델의 성능을 향상시키고, 길이가 긴 시퀀스에서도 효과적으로 작동합니다."

Computer Vision,"Q1. 컴퓨터 비전(Computer Vision)이란 무엇인가요? 답변: 컴퓨터 비전은 디지털 이미지나 비디오로부터 의미 있는 정보를 추출하고 분석하는 기술입니다. 설명: 이는 객체 인식, 이미지 분할, 영상 이해 등 다양한 응용 분야를 포함합니다."
Computer Vision,"Q2. 객체 인식(Object Detection)이란 무엇인가요? 답변: 객체 인식은 이미지나 비디오에서 특정 객체를 탐지하고 위치를 찾는 기술입니다. 설명: 이는 각 객체의 경계 상자를 제공하며, 주로 YOLO, SSD, Faster R-CNN 등이 사용됩니다."
Computer Vision,"Q3. 이미지 분할(Image Segmentation)이란 무엇인가요? 답변: 이미지 분할은 이미지의 각 픽셀을 특정 클래스에 할당하는 기술입니다. 설명: 이는 픽셀 단위로 객체를 분할하여 더 정확한 객체 경계를 제공합니다. 대표적인 방법으로는 U-Net, Mask R-CNN 등이 있습니다."
Computer Vision,"Q4. 영상 처리(Image Processing)란 무엇인가요? 답변: 영상 처리는 디지털 이미지의 품질을 향상시키거나, 특정 특징을 추출하기 위해 다양한 알고리즘을 적용하는 과정입니다. 설명: 이는 필터링, 에지 검출, 히스토그램 균일화 등을 포함합니다."
Computer Vision,"Q5. 컨볼루션(Convolution)이란 무엇인가요? 답변: 컨볼루션은 필터를 사용하여 입력 이미지에서 특징을 추출하는 연산입니다. 설명: 이는 이미지의 공간적 패턴을 감지하는 데 사용됩니다."
Computer Vision,"Q6. 풀링(Pooling)이란 무엇인가요? 답변: 풀링은 이미지의 공간적 크기를 줄이고, 중요한 특징을 유지하는 연산입니다. 설명: 주로 맥스 풀링과 평균 풀링이 사용됩니다."
Computer Vision,"Q7. 합성곱 신경망(CNN)이란 무엇인가요? 답변: CNN은 주로 이미지 데이터를 처리하기 위해 설계된 신경망 구조입니다. 설명: 합성곱 층, 풀링 층, 완전 연결 층으로 구성됩니다."
Computer Vision,"Q8. 에지 검출(Edge Detection)이란 무엇인가요? 답변: 에지 검출은 이미지에서 경계나 윤곽선을 감지하는 기술입니다. 설명: 주로 소벨, 캐니, 라플라시안 등 필터가 사용됩니다."
Computer Vision,"Q9. 이미지 증강(Image Augmentation)이란 무엇인가요? 답변: 이미지 증강은 훈련 데이터의 다양성을 증가시키기 위해 이미지를 변형하는 기술입니다. 설명: 회전, 이동, 확대, 반전 등 다양한 방법이 사용됩니다."
Computer Vision,"Q10. 호모그래피(Homography)란 무엇인가요? 답변: 호모그래피는 두 이미지 간의 기하학적 변환을 설명하는 3x3 행렬입니다. 설명: 주로 이미지 정합, 모자이크 생성 등에서 사용됩니다."
Computer Vision,"Q11. 특징 추출(Feature Extraction)이란 무엇인가요? 답변: 특징 추출은 이미지에서 중요한 정보를 추출하는 과정입니다. 설명: SIFT, SURF, ORB 등 다양한 방법이 있습니다."
Computer Vision,"Q12. 딥러닝을 활용한 객체 검출이란 무엇인가요? 답변: 딥러닝을 활용한 객체 검출은 CNN 기반 모델을 사용하여 이미지에서 객체를 탐지하는 기술입니다. 설명: 주로 YOLO, SSD, Faster R-CNN 등이 사용됩니다."
Computer Vision,"Q13. 영상 복원(Image Restoration)이란 무엇인가요? 답변: 영상 복원은 손상된 이미지를 원래 상태로 복원하는 기술입니다. 설명: 노이즈 제거, 블러 제거, 결측 부분 복원 등이 포함됩니다."
Computer Vision,"Q14. 옵티컬 플로우(Optical Flow)란 무엇인가요? 답변: 옵티컬 플로우는 시간에 따른 이미지의 픽셀 이동을 계산하는 기술입니다. 설명: 주로 비디오 분석, 동작 추적 등에 사용됩니다."
Computer Vision,"Q15. 컬러 공간(Color Space)이란 무엇인가요? 답변: 컬러 공간은 색을 표현하는 방법입니다. 설명: RGB, HSV, YUV 등 다양한 컬러 공간이 있습니다."
Computer Vision,"Q16. 영상 매칭(Image Matching)이란 무엇인가요? 답변: 영상 매칭은 두 이미지 간의 유사성을 찾는 과정입니다. 설명: 주로 특징점 매칭, 템플릿 매칭 등이 사용됩니다."
Computer Vision,"Q17. GAN(Generative Adversarial Network)이란 무엇인가요? 답변: GAN은 두 신경망이 경쟁하며 데이터를 생성하는 모델입니다. 설명: 주로 이미지 생성, 스타일 변환 등에 사용됩니다."
Computer Vision,"Q18. 이미지 캡셔닝(Image Captioning)이란 무엇인가요? 답변: 이미지 캡셔닝은 이미지의 내용을 설명하는 문장을 생성하는 기술입니다. 설명: CNN과 RNN을 결합하여 사용합니다."
Computer Vision,"Q19. 히스토그램 균일화(Histogram Equalization)란 무엇인가요? 답변: 히스토그램 균일화는 이미지의 명암비를 개선하는 기법입니다. 설명: 이미지의 히스토그램을 평탄하게 만들어 명암 대비를 향상시킵니다."
Computer Vision,"Q20. 세그멘테이션(Segmentation)과 객체 검출의 차이는 무엇인가요? 답변: 세그멘테이션은 각 픽셀을 클래스에 할당하는 작업이고, 객체 검출은 객체의 위치를 찾는 작업입니다. 설명: 세그멘테이션은 더 정밀한 객체 경계를 제공합니다."

Natural Language Processing,"Q1. 자연어 처리(NLP)란 무엇인가요? 답변: 자연어 처리는 인간의 언어를 이해하고 생성하는 컴퓨터 과학 분야입니다. 설명: 이는 텍스트 분석, 음성 인식, 기계 번역 등 다양한 응용 분야를 포함합니다."
Natural Language Processing,"Q2. 토큰화(Tokenization)란 무엇인가요? 답변: 토큰화는 문장을 단어, 구 또는 문장으로 분할하는 과정입니다. 설명: 이는 NLP의 기본 단계로, 각 단어를 분석할 수 있게 합니다."
Natural Language Processing,"Q3. 어간 추출(Stemming)이란 무엇인가요? 답변: 어간 추출은 단어의 접사(접두사나 접미사)를 제거하여 단어의 기본 형태를 찾는 과정입니다. 설명: 이는 Porter 스테머, Lancaster 스테머 등 알고리즘을 사용합니다."
Natural Language Processing,"Q4. 표제어 추출(Lemmatization)이란 무엇인가요? 답변: 표제어 추출은 단어의 문법적 형태를 분석하여 기본 형태(표제어)로 변환하는 과정입니다. 설명: 이는 어간 추출보다 더 정교하게 단어를 변환합니다."
Natural Language Processing,"Q5. 품사 태깅(POS Tagging)이란 무엇인가요? 답변: 품사 태깅은 각 단어에 대해 품사(명사, 동사 등)를 부착하는 과정입니다. 설명: 이는 문장의 구조를 이해하고 분석하는 데 도움을 줍니다."
Natural Language Processing,"Q6. 문장 분할(Sentence Segmentation)이란 무엇인가요? 답변: 문장 분할은 텍스트를 개별 문장으로 나누는 과정입니다. 설명: 이는 텍스트의 논리적 단위를 파악하는 데 중요합니다."
Natural Language Processing,"Q7. 불용어(Stop Words)란 무엇인가요? 답변: 불용어는 자주 사용되지만 분석에 큰 의미가 없는 단어들을 의미합니다. 설명: 'the', 'is', 'in' 등의 단어가 포함됩니다."
Natural Language Processing,"Q8. 단어 임베딩(Word Embedding)이란 무엇인가요? 답변: 단어 임베딩은 단어를 고차원 벡터로 표현하는 방법입니다. 설명: Word2Vec, GloVe, FastText 등이 대표적인 방법입니다."
Natural Language Processing,"Q9. TF-IDF란 무엇인가요? 답변: TF-IDF는 문서 내 단어의 중요도를 측정하는 통계적 방법입니다. 설명: 단어 빈도(TF)와 역문서 빈도(IDF)를 곱하여 계산합니다."
Natural Language Processing,"Q10. 감성 분석(Sentiment Analysis)이란 무엇인가요? 답변: 감성 분석은 텍스트에서 감정을 추출하고 분석하는 기술입니다. 설명: 긍정, 부정, 중립 등의 감정을 분류할 수 있습니다."
Natural Language Processing,"Q11. 주제 모델링(Topic Modeling)이란 무엇인가요? 답변: 주제 모델링은 문서 집합에서 숨겨진 주제를 발견하는 기법입니다. 설명: LDA(Latent Dirichlet Allocation)와 같은 알고리즘이 사용됩니다."
Natural Language Processing,"Q12. 언어 모델(Language Model)이란 무엇인가요? 답변: 언어 모델은 주어진 단어 시퀀스에서 다음 단어의 확률을 예측하는 모델입니다. 설명: N-그램 모델, RNN, Transformer 등이 사용됩니다."
Natural Language Processing,"Q13. 시퀀스 투 시퀀스(Seq2Seq) 모델이란 무엇인가요? 답변: Seq2Seq 모델은 입력 시퀀스를 다른 시퀀스로 변환하는 모델입니다. 설명: 주로 기계 번역, 대화 모델 등에서 사용됩니다."
Natural Language Processing,"Q14. 어텐션 메커니즘(Attention Mechanism)이란 무엇인가요? 답변: 어텐션 메커니즘은 입력 시퀀스의 중요한 부분에 가중치를 부여하여 더 중요한 정보에 집중하는 방법입니다. 설명: 이는 Seq2Seq 모델의 성능을 향상시킵니다."
Natural Language Processing,"Q15. BERT(Bidirectional Encoder Representations from Transformers)란 무엇인가요? 답변: BERT는 사전 훈련된 Transformer 기반 언어 모델로, 양방향 문맥을 이해합니다. 설명: 이는 다양한 NLP 작업에서 높은 성능을 보여줍니다."
Natural Language Processing,"Q16. GPT(Generative Pre-trained Transformer)란 무엇인가요? 답변: GPT는 사전 훈련된 Transformer 기반 언어 모델로, 주로 텍스트 생성을 위한 모델입니다. 설명: GPT-3는 현재 가장 큰 사전 훈련된 언어 모델 중 하나입니다."
Natural Language Processing,"Q17. 기계 번역(Machine Translation)이란 무엇인가요? 답변: 기계 번역은 한 언어로 된 텍스트를 다른 언어로 자동 번역하는 기술입니다. 설명: Google Translate, DeepL 등이 대표적인 기계 번역 시스템입니다."
Natural Language Processing,"Q18. 음성 인식(Speech Recognition)이란 무엇인가요? 답변: 음성 인식은 음성 신호를 텍스트로 변환하는 기술입니다. 설명: Siri, Google Assistant 등이 대표적인 응용 사례입니다."
Natural Language Processing,"Q19. 텍스트 요약(Text Summarization)이란 무엇인가요? 답변: 텍스트 요약은 긴 텍스트를 짧게 요약하는 기술입니다. 설명: 추출적 요약과 생성적 요약 두 가지 방법이 있습니다."
Natural Language Processing,"Q20. 자연어 생성(NLG)이란 무엇인가요? 답변: 자연어 생성은 컴퓨터가 인간의 언어를 생성하는 기술입니다. 설명: 이는 대화 생성, 기사 작성 등 다양한 응용 분야에 사용됩니다."

AWS,"Q1. AWS란 무엇인가요? 답변: AWS는 Amazon Web Services의 약자로, Amazon에서 제공하는 클라우드 컴퓨팅 서비스입니다. 설명: AWS는 데이터 스토리지, 컴퓨팅 파워, 네트워킹 등을 포함한 다양한 클라우드 서비스를 제공합니다."
AWS,"Q2. EC2(Elastic Compute Cloud)란 무엇인가요? 답변: EC2는 AWS에서 제공하는 가상 서버 서비스입니다. 설명: 사용자는 필요한 만큼 서버를 생성하고 관리할 수 있으며, 필요에 따라 확장하거나 축소할 수 있습니다."
AWS,"Q3. S3(Simple Storage Service)란 무엇인가요? 답변: S3는 AWS에서 제공하는 객체 스토리지 서비스입니다. 설명: 무제한의 데이터를 저장할 수 있으며, 데이터를 백업하고 복원하는 데 사용됩니다."
AWS,"Q4. RDS(Relational Database Service)란 무엇인가요? 답변: RDS는 AWS에서 제공하는 관계형 데이터베이스 서비스입니다. 설명: MySQL, PostgreSQL, Oracle, SQL Server 등의 데이터베이스 엔진을 지원합니다."
AWS,"Q5. Lambda란 무엇인가요? 답변: Lambda는 AWS에서 제공하는 서버리스 컴퓨팅 서비스입니다. 설명: 사용자는 서버를 프로비저닝하지 않고 코드를 실행할 수 있으며, 이벤트에 반응하여 자동으로 실행됩니다."
AWS,"Q6. VPC(Virtual Private Cloud)란 무엇인가요? 답변: VPC는 AWS에서 제공하는 가상 네트워크 서비스입니다. 설명: 사용자는 자신의 네트워크 환경을 구성하고 제어할 수 있으며, 보안 그룹과 네트워크 ACL을 설정할 수 있습니다."
AWS,"Q7. IAM(Identity and Access Management)란 무엇인가요? 답변: IAM은 AWS에서 제공하는 사용자 및 권한 관리 서비스입니다. 설명: 사용자는 IAM을 통해 사용자, 그룹, 역할을 생성하고 권한을 부여할 수 있습니다."
AWS,"Q8. CloudFront란 무엇인가요? 답변: CloudFront는 AWS에서 제공하는 콘텐츠 전송 네트워크(CDN) 서비스입니다. 설명: 전 세계의 엣지 로케이션을 통해 사용자에게 빠르고 안전하게 콘텐츠를 전달합니다."
AWS,"Q9. DynamoDB란 무엇인가요? 답변: DynamoDB는 AWS에서 제공하는 NoSQL 데이터베이스 서비스입니다. 설명: 고성능, 고가용성을 제공하며, 자동으로 데이터를 확장하고 축소할 수 있습니다."
AWS,"Q10. EBS(Elastic Block Store)란 무엇인가요? 답변: EBS는 AWS에서 제공하는 블록 스토리지 서비스입니다. 설명: EC2 인스턴스에 연결하여 사용하며, 데이터베이스, 파일 시스템 등의 스토리지로 사용됩니다."
AWS,"Q11. CloudWatch란 무엇인가요? 답변: CloudWatch는 AWS에서 제공하는 모니터링 및 로그 서비스입니다. 설명: AWS 리소스 및 애플리케이션을 모니터링하고 로그 데이터를 수집하여 분석할 수 있습니다."
AWS,"Q12. Route 53이란 무엇인가요? 답변: Route 53은 AWS에서 제공하는 DNS 웹 서비스입니다. 설명: 도메인 이름을 관리하고, 트래픽을 효율적으로 분산시켜 웹 애플리케이션의 가용성을 높입니다."
AWS,"Q13. Elastic Beanstalk이란 무엇인가요? 답변: Elastic Beanstalk은 AWS에서 제공하는 애플리케이션 배포 및 관리 서비스입니다. 설명: 사용자는 애플리케이션 코드를 업로드하면 자동으로 배포, 로드 밸런싱, 확장 등을 처리합니다."
AWS,"Q14. Redshift란 무엇인가요? 답변: Redshift는 AWS에서 제공하는 데이터 웨어하우스 서비스입니다. 설명: 대규모 데이터 분석을 위해 최적화되어 있으며, SQL 기반의 분석을 지원합니다."
AWS,"Q15. SNS(Simple Notification Service)란 무엇인가요? 답변: SNS는 AWS에서 제공하는 메시징 서비스입니다. 설명: 애플리케이션 간 메시지를 주고받을 수 있으며, 알림, 이메일, SMS 등을 전송할 수 있습니다."
AWS,"Q16. SQS(Simple Queue Service)란 무엇인가요? 답변: SQS는 AWS에서 제공하는 메시지 큐 서비스입니다. 설명: 분산 시스템 간의 메시지를 비동기적으로 전달하고 처리할 수 있습니다."
AWS,"Q17. Kinesis란 무엇인가요? 답변: Kinesis는 AWS에서 제공하는 실시간 데이터 스트리밍 서비스입니다. 설명: 대규모 실시간 데이터를 수집하고 처리하는 데 사용됩니다."
AWS,"Q18. Glue란 무엇인가요? 답변: Glue는 AWS에서 제공하는 데이터 통합 서비스입니다. 설명: 데이터 준비, 변환, 로딩 작업을 자동화하고 데이터 카탈로그를 생성합니다."
AWS,"Q19. CodePipeline이란 무엇인가요? 답변: CodePipeline은 AWS에서 제공하는 CI/CD 서비스입니다. 설명: 애플리케이션의 빌드, 테스트, 배포 과정을 자동화합니다."
AWS,"Q20. EKS(Elastic Kubernetes Service)란 무엇인가요? 답변: EKS는 AWS에서 제공하는 Kubernetes 관리 서비스입니다. 설명: 사용자는 EKS를 통해 Kubernetes 클러스터를 쉽게 배포하고 관리할 수 있습니다."

Django,"Q1. Django란 무엇인가요? 답변: Django는 파이썬 기반의 고급 웹 프레임워크입니다. 설명: Django는 웹 애플리케이션 개발을 간편하게 해주며, 신속한 개발과 깔끔한 코드 작성을 목표로 합니다."
Django,"Q2. MTV란 무엇인가요? 답변: MTV는 Django의 아키텍처 패턴으로, Model, Template, View의 약자입니다. 설명: Model은 데이터베이스와의 연동을, Template는 사용자 인터페이스를, View는 비즈니스 로직을 담당합니다."
Django,"Q3. Model이란 무엇인가요? 답변: Model은 데이터베이스의 테이블 구조를 정의하는 클래스입니다. 설명: Model 클래스는 Django의 ORM(Object-Relational Mapping)을 통해 데이터베이스와 상호작용합니다."
Django,"Q4. ORM이란 무엇인가요? 답변: ORM은 Object-Relational Mapping의 약자로, 객체 지향 프로그래밍과 관계형 데이터베이스를 연결하는 기술입니다. 설명: Django의 ORM을 사용하면 SQL문을 작성하지 않고도 데이터베이스를 조작할 수 있습니다."
Django,"Q5. View란 무엇인가요? 답변: View는 사용자의 요청을 처리하고 응답을 반환하는 함수나 클래스입니다. 설명: Django의 View는 요청을 받아 비즈니스 로직을 처리한 후, Template을 사용하여 HTML 응답을 생성합니다."
Django,"Q6. Template이란 무엇인가요? 답변: Template은 HTML 문서에 Django 템플릿 언어를 사용하여 동적인 콘텐츠를 삽입하는 파일입니다. 설명: Template 파일은 .html 확장자를 가지며, {{ }} 구문을 사용하여 데이터를 출력합니다."
Django,"Q7. URLconf란 무엇인가요? 답변: URLconf는 URL 패턴과 View를 연결하는 Django의 설정 파일입니다. 설명: urls.py 파일에 URL 패턴과 해당 패턴을 처리할 View를 정의합니다."
Django,"Q8. Admin site란 무엇인가요? 답변: Admin site는 Django에서 자동으로 생성되는 관리자 인터페이스입니다. 설명: Admin site를 통해 데이터를 쉽게 관리하고 확인할 수 있습니다."
Django,"Q9. Forms란 무엇인가요? 답변: Forms는 사용자 입력을 처리하는 Django의 기능입니다. 설명: Django의 forms 모듈을 사용하여 HTML 폼을 생성하고, 폼 데이터를 유효성 검사 및 처리할 수 있습니다."
Django,"Q10. QuerySet이란 무엇인가요? 답변: QuerySet은 데이터베이스로부터 조회한 객체들의 집합입니다. 설명: QuerySet을 사용하여 데이터베이스의 데이터를 필터링, 정렬, 집계할 수 있습니다."
Django,"Q11. Migrations란 무엇인가요? 답변: Migrations는 모델의 변경 사항을 데이터베이스에 반영하는 Django의 기능입니다. 설명: makemigrations 명령어로 마이그레이션 파일을 생성하고, migrate 명령어로 변경 사항을 적용합니다."
Django,"Q12. Middleware란 무엇인가요? 답변: Middleware는 요청과 응답 처리 과정에서 특정 기능을 수행하는 클래스입니다. 설명: Django의 Middleware는 보안, 세션 관리, 사용자 인증 등의 기능을 제공합니다."
Django,"Q13. Static files란 무엇인가요? 답변: Static files는 CSS, JavaScript, 이미지 파일과 같은 정적 파일을 말합니다. 설명: Django는 정적 파일을 관리하기 위한 staticfiles 앱을 제공합니다."
Django,"Q14. Media files란 무엇인가요? 답변: Media files는 사용자 업로드 파일을 말합니다. 설명: Django는 media 루트를 설정하여 업로드된 파일을 관리할 수 있습니다."
Django,"Q15. Authentication이란 무엇인가요? 답변: Authentication은 사용자 인증을 처리하는 Django의 기능입니다. 설명: Django는 기본적으로 사용자 인증, 권한 부여, 세션 관리를 제공합니다."
Django,"Q16. Signals란 무엇인가요? 답변: Signals는 특정 이벤트가 발생했을 때 자동으로 호출되는 기능입니다. 설명: Django의 signals 모듈을 사용하여 모델의 생성, 수정, 삭제 등의 이벤트를 처리할 수 있습니다."
Django,"Q17. Context Processors란 무엇인가요? 답변: Context Processors는 템플릿에 공통 데이터를 전달하는 함수입니다. 설명: Django는 settings.py 파일에서 기본 및 사용자 정의 컨텍스트 프로세서를 설정할 수 있습니다."
Django,"Q18. CSRF란 무엇인가요? 답변: CSRF는 Cross-Site Request Forgery의 약자로, 웹 애플리케이션의 보안 취약점입니다. 설명: Django는 CSRF 공격을 방지하기 위해 CSRF 토큰을 사용합니다."
